"NUTS","Year","emp_rate","unemp_rate"
"TR51",2016,0.472,0.113
"TR51",2017,0.475,0.113
"TR51",2018,0.471,0.101
"TR51",2019,0.453,0.142
"TR52",2009,0.474,0.088
"TR52",2010,0.472,0.071
"TR52",2011,0.461,0.055
"TR52",2012,0.459,0.05
"TR52",2013,0.464,0.038
"TR52",2014,0.464,0.055
"TR52",2015,0.479,0.065
"TR52",2016,0.469,0.061
"TR52",2017,0.473,0.059
"TR52",2018,0.477,0.058
"TR52",2019,0.469,0.079
"TR61",2009,0.495,0.101
"TR61",2010,0.514,0.098
"TR61",2011,0.525,0.087
"TR61",2012,0.521,0.073
"TR61",2013,0.527,0.072
"TR61",2014,0.514,0.084
"TR61",2015,0.502,0.094
"TR61",2016,0.502,0.114
"TR61",2017,0.497,0.119
"TR61",2018,0.503,0.114
"TR61",2019,0.492,0.133
"TR62",2009,0.402,0.199
"TR62",2010,0.441,0.149
"TR62",2011,0.464,0.093
"TR62",2012,0.447,0.091
"TR62",2013,0.438,0.113
"TR62",2014,0.439,0.107
"TR62",2015,0.457,0.098
"TR62",2016,0.449,0.103
"TR62",2017,0.447,0.106
"TR62",2018,0.445,0.112
"TR62",2019,0.436,0.119
"TR63",2009,0.382,0.148
"TR63",2010,0.426,0.117
"TR63",2011,0.434,0.105
"TR63",2012,0.433,0.09
"TR63",2013,0.403,0.108
"TR63",2014,0.366,0.153
"TR63",2015,0.357,0.163
"TR63",2016,0.394,0.144
"TR63",2017,0.424,0.115
"TR63",2018,0.424,0.141
"TR63",2019,0.392,0.181
"TR71",2009,0.367,0.142
"TR71",2010,0.416,0.09
"TR71",2011,0.427,0.07
"TR71",2012,0.432,0.062
"TR71",2013,0.452,0.055
"TR71",2014,0.448,0.076
"TR71",2015,0.466,0.099
"TR71",2016,0.456,0.134
"TR71",2017,0.449,0.113
"TR71",2018,0.46,0.108
"TR71",2019,0.446,0.131
"TR72",2009,0.351,0.112
"TR72",2010,0.381,0.123
"TR72",2011,0.447,0.098
"TR72",2012,0.472,0.073
"TR72",2013,0.458,0.084
"TR72",2014,0.433,0.095
"TR72",2015,0.442,0.097
"TR72",2016,0.454,0.083
"TR72",2017,0.435,0.117
"TR72",2018,0.416,0.13
"TR72",2019,0.407,0.143
"TR81",2009,0.52,0.067
"TR81",2010,0.466,0.102
"TR81",2011,0.525,0.069
"TR81",2012,0.539,0.065
"TR81",2013,0.517,0.062
"TR81",2014,0.494,0.06
"TR81",2015,0.481,0.069
"TR81",2016,0.47,0.087
"TR81",2017,0.469,0.072
"TR81",2018,0.459,0.081
"TR81",2019,0.463,0.095
"TR82",2009,0.467,0.084
"TR82",2010,0.509,0.075
"TR82",2011,0.56,0.053
"TR82",2012,0.515,0.045
"TR82",2013,0.435,0.056
"TR82",2014,0.498,0.065
"TR82",2015,0.5,0.068
"TR82",2016,0.54,0.057
"TR82",2017,0.545,0.045
"TR82",2018,0.536,0.051
"TR82",2019,0.493,0.075
"TR83",2009,0.514,0.06
"TR83",2010,0.47,0.06
"TR83",2011,0.496,0.047
"TR83",2012,0.459,0.049
"TR83",2013,0.474,0.055
"TR83",2014,0.467,0.062
"TR83",2015,0.475,0.066
"TR83",2016,0.48,0.079
"TR83",2017,0.488,0.067
"TR83",2018,0.517,0.064
"TR83",2019,0.493,0.083
"TR90",2009,0.571,0.042
"TR90",2010,0.545,0.048
"TR90",2011,0.537,0.053
"TR90",2012,0.519,0.052
"TR90",2013,0.476,0.06
"TR90",2014,0.495,0.062
"TR90",2015,0.512,0.048
"TR90",2016,0.52,0.045
"TR90",2017,0.522,0.035
"TR90",2018,0.512,0.061
"TR90",2019,0.508,0.098
"TRA1",2009,0.481,0.063
"TRA1",2010,0.495,0.055
"TRA1",2011,0.473,0.056
"TRA1",2012,0.454,0.055
"TRA1",2013,0.469,0.061
"TRA1",2014,0.468,0.073
"TRA1",2015,0.476,0.06
"TRA1",2016,0.47,0.049
"TRA1",2017,0.466,0.053
"TRA1",2018,0.447,0.074
"TRA1",2019,0.426,0.112
"TRA2",2009,0.463,0.075
"TRA2",2010,0.457,0.087
"TRA2",2011,0.487,0.091
"TRA2",2012,0.509,0.063
"TRA2",2013,0.544,0.056
"TRA2",2014,0.53,0.033
"TRA2",2015,0.523,0.039
"TRA2",2016,0.486,0.048
"TRA2",2017,0.48,0.055
"TRA2",2018,0.474,0.053
"TRA2",2019,0.429,0.095
"TRB1",2009,0.385,0.148
"TRB1",2010,0.417,0.106
"TRB1",2011,0.432,0.078
"TRB1",2012,0.457,0.058
"TRB1",2013,0.495,0.057
"TRB1",2014,0.433,0.075
"TRB1",2015,0.442,0.079
"TRB1",2016,0.448,0.088
"TRB1",2017,0.479,0.068
"TRB1",2018,0.48,0.08
"TRB1",2019,0.463,0.098
"TRB2",2009,0.347,0.146
"TRB2",2010,0.365,0.155
"TRB2",2011,0.416,0.11
"TRB2",2012,0.418,0.075
"TRB2",2013,0.411,0.092
"TRB2",2014,0.42,0.134
"TRB2",2015,0.424,0.097
"TRB2",2016,0.386,0.091
"TRB2",2017,0.417,0.126
"TRB2",2018,0.382,0.216
"TRB2",2019,0.379,0.257
"TRC1",2009,0.348,0.143
"TRC1",2010,0.394,0.114
"TRC1",2011,0.364,0.132
"TRC1",2012,0.384,0.106
"TRC1",2013,0.419,0.062
"TRC1",2014,0.397,0.081
"TRC1",2015,0.388,0.097
"TRC1",2016,0.387,0.139
"TRC1",2017,0.398,0.143
"TRC1",2018,0.408,0.123
"TRC1",2019,0.402,0.151
"TRC2",2009,0.28,0.167
"TRC2",2010,0.293,0.111
"TRC2",2011,0.3,0.068
"TRC2",2012,0.269,0.06
"TRC2",2013,0.314,0.16
"TRC2",2014,0.35,0.175
"TRC2",2015,0.36,0.174
"TRC2",2016,0.374,0.172
"TRC2",2017,0.414,0.138
"TRC2",2018,0.389,0.186
"TRC2",2019,0.357,0.232
"TRC3",2009,0.267,0.138
"TRC3",2010,0.317,0.104
"TRC3",2011,0.296,0.103
"TRC3",2012,0.275,0.188
"TRC3",2013,0.291,0.194
"TRC3",2014,0.283,0.24
"TRC3",2015,0.289,0.244
"TRC3",2016,0.281,0.281
"TRC3",2017,0.283,0.269
"TRC3",2018,0.305,0.248
"TRC3",2019,0.301,0.308
"UKC1",2009,0.518,0.083
"UKC1",2010,0.539,0.091
"UKC1",2011,0.522,0.118
"UKC1",2012,0.513,0.115
"UKC1",2013,0.511,0.109
"UKC1",2014,0.533,0.098
"UKC1",2015,0.54,0.085
"UKC1",2016,0.549,0.069
"UKC1",2017,0.561,0.052
"UKC1",2018,0.565,0.044
"UKC1",2019,0.554,0.056
"UKC2",2009,0.546,0.098
"UKC2",2010,0.534,0.096
"UKC2",2011,0.531,0.098
"UKC2",2012,0.551,0.09
"UKC2",2013,0.546,0.092
"UKC2",2014,0.558,0.083
"UKC2",2015,0.551,0.077
"UKC2",2016,0.565,0.071
"UKC2",2017,0.572,0.058
"UKC2",2018,0.556,0.052
"UKC2",2019,0.557,0.056
"UKD1",2009,0.56,0.064
"UKD1",2010,0.582,0.065
"UKD1",2011,0.569,0.07
"UKD1",2012,0.587,0.063
"UKD1",2013,0.587,0.051
"UKD1",2014,0.562,0.05
"UKD1",2015,0.606,0.042
"UKD1",2016,0.582,0.037
"UKD1",2017,0.592,0.034
"UKD1",2018,0.597,0.019
"UKD1",2019,0.619,0.02
"UKD3",2009,0.561,0.095
"UKD3",2010,0.565,0.087
"UKD3",2011,0.563,0.097
"UKD3",2012,0.556,0.101
"UKD3",2013,0.557,0.094
"UKD3",2014,0.579,0.079
"UKD3",2015,0.584,0.065
"UKD3",2016,0.591,0.061
"UKD3",2017,0.607,0.04
"UKD3",2018,0.6,0.042
"UKD3",2019,0.604,0.051
"UKD4",2009,0.561,0.072
"UKD4",2010,0.585,0.059
"UKD4",2011,0.562,0.068
"UKD4",2012,0.556,0.078
"UKD4",2013,0.538,0.072
"UKD4",2014,0.55,0.065
"UKD4",2015,0.573,0.045
"UKD4",2016,0.583,0.044
"UKD4",2017,0.596,0.042
"UKD4",2018,0.583,0.048
"UKD4",2019,0.589,0.037
"UKD6",2009,0.605,0.06
"UKD6",2010,0.588,0.061
"UKD6",2011,0.59,0.057
"UKD6",2012,0.585,0.059
"UKD6",2013,0.586,0.052
"UKD6",2014,0.603,0.034
"UKD6",2015,0.578,0.035
"UKD6",2016,0.577,0.032
"UKD6",2017,0.586,0.031
"UKD6",2018,0.592,0.032
"UKD6",2019,0.583,0.032
"UKD7",2009,0.527,0.096
"UKD7",2010,0.515,0.105
"UKD7",2011,0.519,0.1
"UKD7",2012,0.536,0.097
"UKD7",2013,0.532,0.089
"UKD7",2014,0.522,0.074
"UKD7",2015,0.547,0.058
"UKD7",2016,0.552,0.049
"UKD7",2017,0.548,0.052
"UKD7",2018,0.58,0.04
"UKD7",2019,0.578,0.038
"UKE1",2009,0.564,0.094
"UKE1",2010,0.557,0.094
"UKE1",2011,0.569,0.089
"UKE1",2012,0.543,0.097
"UKE1",2013,0.559,0.084
"UKE1",2014,0.562,0.08
"UKE1",2015,0.562,0.064
"UKE1",2016,0.576,0.055
"UKE1",2017,0.552,0.046
"UKE1",2018,0.564,0.056
"UKE1",2019,0.561,0.046
"UKE2",2009,0.592,0.054
"UKE2",2010,0.589,0.067
"UKE2",2011,0.577,0.065
"UKE2",2012,0.603,0.05
"UKE2",2013,0.593,0.044
"UKE2",2014,0.585,0.045
"UKE2",2015,0.607,0.031
"UKE2",2016,0.609,0.029
"UKE2",2017,0.606,0.041
"UKE2",2018,0.596,0.033
"UKE2",2019,0.617,0.027
"UKE3",2009,0.514,0.096
"UKE3",2010,0.531,0.094
"UKE3",2011,0.539,0.106
"UKE3",2012,0.543,0.104
"UKE3",2013,0.558,0.105
"UKE3",2014,0.575,0.088
"UKE3",2015,0.543,0.074
"UKE3",2016,0.549,0.071
"UKE3",2017,0.563,0.056
"UKE3",2018,0.579,0.05
"UKE3",2019,0.564,0.051
"UKE4",2009,0.58,0.086
"UKE4",2010,0.564,0.097
"UKE4",2011,0.543,0.097
"UKE4",2012,0.56,0.094
"UKE4",2013,0.564,0.093
"UKE4",2014,0.574,0.067
"UKE4",2015,0.588,0.066
"UKE4",2016,0.591,0.058
"UKE4",2017,0.592,0.048
"UKE4",2018,0.596,0.047
"UKE4",2019,0.594,0.046
"UKF1",2009,0.579,0.072
"UKF1",2010,0.553,0.088
"UKF1",2011,0.553,0.088
"UKF1",2012,0.561,0.083
"UKF1",2013,0.568,0.072
"UKF1",2014,0.567,0.061
"UKF1",2015,0.585,0.048
"UKF1",2016,0.599,0.045
"UKF1",2017,0.592,0.036
"UKF1",2018,0.59,0.044
"UKF1",2019,0.61,0.039
"UKF2",2009,0.616,0.073
"UKF2",2010,0.603,0.072
"UKF2",2011,0.615,0.075
"UKF2",2012,0.605,0.07
"UKF2",2013,0.585,0.078
"UKF2",2014,0.609,0.053
"UKF2",2015,0.616,0.044
"UKF2",2016,0.61,0.045
"UKF2",2017,0.596,0.046
"UKF2",2018,0.603,0.042
"UKF2",2019,0.629,0.042
"UKF3",2009,0.563,0.063
"UKF3",2010,0.57,0.049
"UKF3",2011,0.58,0.065
"UKF3",2012,0.539,0.085
"UKF3",2013,0.562,0.064
"UKF3",2014,0.597,0.046
"UKF3",2015,0.563,0.045
"UKF3",2016,0.557,0.043
"UKF3",2017,0.566,0.037
"UKF3",2018,0.572,0.042
"UKF3",2019,0.544,0.036
"UKG1",2009,0.6,0.064
"UKG1",2010,0.586,0.063
"UKG1",2011,0.58,0.061
"UKG1",2012,0.608,0.049
"UKG1",2013,0.607,0.051
"UKG1",2014,0.603,0.044
"UKG1",2015,0.614,0.032
"UKG1",2016,0.599,0.037
"UKG1",2017,0.587,0.029
"UKG1",2018,0.62,0.03
"UKG1",2019,0.606,0.029
"UKG2",2009,0.591,0.071
"UKG2",2010,0.572,0.077
"UKG2",2011,0.571,0.079
"UKG2",2012,0.576,0.067
"UKG2",2013,0.581,0.062
"UKG2",2014,0.576,0.053
"UKG2",2015,0.587,0.046
"UKG2",2016,0.614,0.042
"UKG2",2017,0.609,0.049
"UKG2",2018,0.599,0.037
"UKG2",2019,0.611,0.033
"UKG3",2009,0.511,0.13
"UKG3",2010,0.527,0.111
"UKG3",2011,0.518,0.113
"UKG3",2012,0.526,0.117
"UKG3",2013,0.519,0.13
"UKG3",2014,0.532,0.097
"UKG3",2015,0.53,0.079
"UKG3",2016,0.546,0.075
"UKG3",2017,0.548,0.072
"UKG3",2018,0.571,0.065
"UKG3",2019,0.576,0.059
"UKH1",2009,0.602,0.059
"UKH1",2010,0.578,0.066
"UKH1",2011,0.588,0.063
"UKH1",2012,0.594,0.064
"UKH1",2013,0.581,0.062
"UKH1",2014,0.605,0.05
"UKH1",2015,0.604,0.043
"UKH1",2016,0.604,0.038
"UKH1",2017,0.598,0.039
"UKH1",2018,0.604,0.035
"UKH1",2019,0.615,0.029
"UKH2",2009,0.619,0.059
"UKH2",2010,0.622,0.06
"UKH2",2011,0.617,0.067
"UKH2",2012,0.616,0.063
"UKH2",2013,0.63,0.056
"UKH2",2014,0.641,0.043
"UKH2",2015,0.638,0.038
"UKH2",2016,0.632,0.041
"UKH2",2017,0.628,0.037
"UKH2",2018,0.619,0.029
"UKH2",2019,0.634,0.027
"UKH3",2009,0.582,0.069
"UKH3",2010,0.579,0.07
"UKH3",2011,0.593,0.068
"UKH3",2012,0.593,0.074
"UKH3",2013,0.597,0.063
"UKH3",2014,0.574,0.062
"UKH3",2015,0.607,0.043
"UKH3",2016,0.61,0.038
"UKH3",2017,0.609,0.042
"UKH3",2018,0.629,0.028
"UKH3",2019,0.62,0.032
"UKI1",2009,0.599,0.095
"UKI1",2010,0.593,0.095
"UKI1",2011,0.592,0.0985
"UKI1",2012,0.6145,0.0875
"UKI1",2013,0.6235,0.083
"UKI1",2014,0.646,0.07
"UKI1",2015,0.647,0.063
"UKI1",2016,0.6605,0.0595
"UKI1",2017,0.6545,0.0545
"UKI1",2018,0.667,0.047
"UKI1",2019,0.6725,0.039
"UKI2",2009,0.589,0.086
"UKI2",2010,0.593333333333333,0.0856666666666667
"UKI2",2011,0.589333333333333,0.0926666666666667
"UKI2",2012,0.592,0.0866666666666667
"UKI2",2013,0.605666666666667,0.0843333333333333
"UKI2",2014,0.619666666666667,0.065
"UKI2",2015,0.624333333333333,0.0586666666666667
"UKI2",2016,0.633,0.049
"UKI2",2017,0.641,0.0513333333333333
"UKI2",2018,0.646333333333333,0.047
"UKI2",2019,0.638,0.0453333333333333
"UKI3",2009,NA,NA
"UKI3",2010,0.59,0.081
"UKI3",2011,0.596,0.077
"UKI3",2012,0.626,0.068
"UKI3",2013,0.617,0.068
"UKI3",2014,0.646,0.062
"UKI3",2015,0.637,0.054
"UKI3",2016,0.67,0.047
"UKI3",2017,0.639,0.056
"UKI3",2018,0.644,0.051
"UKI3",2019,0.651,0.038
"UKI4",2009,NA,NA
"UKI4",2010,0.596,0.109
"UKI4",2011,0.588,0.12
"UKI4",2012,0.603,0.107
"UKI4",2013,0.63,0.098
"UKI4",2014,0.646,0.078
"UKI4",2015,0.657,0.072
"UKI4",2016,0.651,0.072
"UKI4",2017,0.67,0.053
"UKI4",2018,0.69,0.043
"UKI4",2019,0.694,0.04
"UKI5",2009,NA,NA
"UKI5",2010,0.561,0.1
"UKI5",2011,0.571,0.111
"UKI5",2012,0.566,0.095
"UKI5",2013,0.566,0.095
"UKI5",2014,0.589,0.074
"UKI5",2015,0.61,0.075
"UKI5",2016,0.626,0.055
"UKI5",2017,0.632,0.056
"UKI5",2018,0.646,0.046
"UKI5",2019,0.63,0.044
"UKI6",2009,NA,NA
"UKI6",2010,0.618,0.071
"UKI6",2011,0.605,0.082
"UKI6",2012,0.607,0.073
"UKI6",2013,0.646,0.074
"UKI6",2014,0.637,0.059
"UKI6",2015,0.635,0.046
"UKI6",2016,0.639,0.042
"UKI6",2017,0.654,0.049
"UKI6",2018,0.662,0.047
"UKI6",2019,0.667,0.041
"UKI7",2009,NA,NA
"UKI7",2010,0.601,0.086
"UKI7",2011,0.592,0.085
"UKI7",2012,0.603,0.092
"UKI7",2013,0.605,0.084
"UKI7",2014,0.633,0.062
"UKI7",2015,0.628,0.055
"UKI7",2016,0.634,0.05
"UKI7",2017,0.637,0.049
"UKI7",2018,0.631,0.048
"UKI7",2019,0.617,0.051
"UKJ1",2009,0.65,0.054
"UKJ1",2010,0.642,0.058
"UKJ1",2011,0.646,0.052
"UKJ1",2012,0.651,0.057
"UKJ1",2013,0.647,0.052
"UKJ1",2014,0.655,0.042
"UKJ1",2015,0.666,0.035
"UKJ1",2016,0.668,0.027
"UKJ1",2017,0.67,0.029
"UKJ1",2018,0.669,0.03
"UKJ1",2019,0.671,0.028
"UKJ2",2009,0.603,0.056
"UKJ2",2010,0.613,0.051
"UKJ2",2011,0.598,0.053
"UKJ2",2012,0.598,0.059
"UKJ2",2013,0.609,0.055
"UKJ2",2014,0.606,0.046
"UKJ2",2015,0.605,0.037
"UKJ2",2016,0.617,0.035
"UKJ2",2017,0.631,0.032
"UKJ2",2018,0.595,0.036
"UKJ2",2019,0.627,0.026
"UKJ3",2009,0.612,0.052
"UKJ3",2010,0.603,0.063
"UKJ3",2011,0.598,0.06
"UKJ3",2012,0.595,0.063
"UKJ3",2013,0.609,0.057
"UKJ3",2014,0.617,0.042
"UKJ3",2015,0.604,0.041
"UKJ3",2016,0.615,0.037
"UKJ3",2017,0.613,0.031
"UKJ3",2018,0.619,0.027
"UKJ3",2019,0.609,0.032
"UKJ4",2009,0.581,0.073
"UKJ4",2010,0.567,0.077
"UKJ4",2011,0.57,0.082
"UKJ4",2012,0.56,0.08
"UKJ4",2013,0.562,0.076
"UKJ4",2014,0.58,0.057
"UKJ4",2015,0.591,0.053
"UKJ4",2016,0.585,0.045
"UKJ4",2017,0.6,0.037
"UKJ4",2018,0.602,0.043
"UKJ4",2019,0.605,0.039
"UKK1",2009,0.626,0.057
"UKK1",2010,0.619,0.054
"UKK1",2011,0.599,0.065
"UKK1",2012,0.609,0.061
"UKK1",2013,0.607,0.062
"UKK1",2014,0.617,0.048
"UKK1",2015,0.63,0.039
"UKK1",2016,0.637,0.036
"UKK1",2017,0.64,0.039
"UKK1",2018,0.649,0.029
"UKK1",2019,0.641,0.027
"UKK2",2009,0.553,0.065
"UKK2",2010,0.568,0.054
"UKK2",2011,0.561,0.06
"UKK2",2012,0.559,0.051
"UKK2",2013,0.585,0.054
"UKK2",2014,0.583,0.045
"UKK2",2015,0.592,0.039
"UKK2",2016,0.565,0.043
"UKK2",2017,0.585,0.028
"UKK2",2018,0.589,0.031
"UKK2",2019,0.59,0.021
"UKK3",2009,0.555,0.051
"UKK3",2010,0.536,0.081
"UKK3",2011,0.533,0.062
"UKK3",2012,0.525,0.055
"UKK3",2013,0.53,0.056
"UKK3",2014,0.562,0.038
"UKK3",2015,0.56,0.045
"UKK3",2016,0.579,0.037
"UKK3",2017,0.552,0.024
"UKK3",2018,0.557,0.026
"UKK3",2019,0.566,0.021
"UKK4",2009,0.562,0.071
"UKK4",2010,0.562,0.065
"UKK4",2011,0.582,0.065
"UKK4",2012,0.576,0.058
"UKK4",2013,0.54,0.07
"UKK4",2014,0.559,0.05
"UKK4",2015,0.585,0.037
"UKK4",2016,0.581,0.035
"UKK4",2017,0.591,0.04
"UKK4",2018,0.587,0.033
"UKK4",2019,0.617,0.03
"UKL1",2009,0.515,0.089
"UKL1",2010,0.516,0.092
"UKL1",2011,0.523,0.099
"UKL1",2012,0.53,0.092
"UKL1",2013,0.53,0.078
"UKL1",2014,0.531,0.069
"UKL1",2015,0.548,0.065
"UKL1",2016,0.568,0.049
"UKL1",2017,0.556,0.046
"UKL1",2018,0.566,0.049
"UKL1",2019,0.556,0.04
"UKL2",2009,0.581,0.067
"UKL2",2010,0.582,0.078
"UKL2",2011,0.579,0.065
"UKL2",2012,0.56,0.076
"UKL2",2013,0.588,0.074
"UKL2",2014,0.568,0.061
"UKL2",2015,0.569,0.048
"UKL2",2016,0.572,0.036
"UKL2",2017,0.587,0.043
"UKL2",2018,0.612,0.027
"UKL2",2019,0.614,0.032
"UKM2",2009,0.586,0.076
"UKM2",2010,0.578,0.078
"UKM2",2011,0.586,0.074
"UKM2",2012,0.582,0.076
"UKM2",2013,NA,NA
"UKM2",2014,NA,NA
"UKM2",2015,NA,NA
"UKM2",2016,NA,NA
"UKM2",2017,NA,NA
"UKM2",2018,NA,NA
"UKM2",2019,NA,NA
"UKM3",2009,0.561,0.075
"UKM3",2010,0.546,0.101
"UKM3",2011,0.546,0.096
"UKM3",2012,0.55,0.092
"UKM3",2013,NA,NA
"UKM3",2014,NA,NA
"UKM3",2015,NA,NA
"UKM3",2016,NA,NA
"UKM3",2017,NA,NA
"UKM3",2018,NA,NA
"UKM3",2019,NA,NA
"UKM5",2009,0.66,0.036
"UKM5",2010,0.652,0.036
"UKM5",2011,0.632,0.046
"UKM5",2012,0.659,0.047
"UKM5",2013,0.635,0.047
"UKM5",2014,0.663,0.04
"UKM5",2015,0.661,0.032
"UKM5",2016,0.648,0.051
"UKM5",2017,0.636,0.042
"UKM5",2018,0.613,0.035
"UKM5",2019,0.622,0.032
"UKM6",2009,0.603,0.043
"UKM6",2010,0.561,0.07
"UKM6",2011,0.578,0.069
"UKM6",2012,0.519,0.081
"UKM6",2013,0.623,0.044
"UKM6",2014,0.585,0.039
"UKM6",2015,0.572,0.028
"UKM6",2016,0.541,0.035
"UKM6",2017,0.574,0.026
"UKM6",2018,0.574,0.022
"UKM6",2019,0.54,NA
"UKM7",2009,NA,NA
"UKM7",2010,NA,NA
"UKM7",2011,NA,NA
"UKM7",2012,NA,NA
"UKM7",2013,0.584,0.075
"UKM7",2014,0.595,0.058
"UKM7",2015,0.599,0.06
"UKM7",2016,0.597,0.048
"UKM7",2017,0.602,0.037
"UKM7",2018,0.618,0.036
"UKM7",2019,0.623,0.034
"UKM8",2009,NA,NA
"UKM8",2010,NA,NA
"UKM8",2011,NA,NA
"UKM8",2012,NA,NA
"UKM8",2013,0.562,0.081
"UKM8",2014,0.55,0.078
"UKM8",2015,0.573,0.071
"UKM8",2016,0.585,0.053
"UKM8",2017,0.582,0.047
"UKM8",2018,0.586,0.051
"UKM8",2019,0.577,0.045
"UKM9",2009,NA,NA
"UKM9",2010,NA,NA
"UKM9",2011,NA,NA
"UKM9",2012,NA,NA
"UKM9",2013,0.553,0.078
"UKM9",2014,0.606,0.053
"UKM9",2015,0.584,0.06
"UKM9",2016,0.568,0.062
"UKM9",2017,0.592,0.047
"UKM9",2018,0.559,0.032
"UKM9",2019,0.562,0.031
"UKN0",2009,0.541,0.064
"UKN0",2010,0.55,0.071
"UKN0",2011,0.556,0.072
"UKN0",2012,0.555,0.074
"UKN0",2013,0.551,0.075
"UKN0",2014,0.559,0.064
"UKN0",2015,0.561,0.061
"UKN0",2016,0.571,0.057
"UKN0",2017,0.562,0.045
"UKN0",2018,0.573,0.036
"UKN0",2019,0.585,0.027
"XK00",2009,0.232,0.454
"XK00",2010,NA,NA
"XK00",2011,NA,NA
"XK00",2012,0.23143,0.30879
"XK00",2013,0.25667,0.29766
"XK00",2014,0.24055,0.35264
"XK00",2015,0.22488,0.3284
"XK00",2016,0.24743,0.27491
"XK00",2017,0.25934,0.30344
"XK00",2018,0.26188,0.27761
"XK00",2019,0.26747,0.25069
